Loan_ID,Customer_ID,Loan_Amount,Loan_Type,Interest_Rate,Loan_Term,Loan_Status,Debt_to_Income_Ratio
LOAN002921,CUST01500,1280452,HOME LOAN,7.78,120,Ongoing,0.0
LOAN000712,CUST03824,1036594,CAR LOAN,10.89,24,ONGOING,0.01
LOAN006362,Unknown,335427,personal loan,14.75,12,ACTIVE,0.0
LOAN006966, ,200856,Personal Loan,12.74,36,#N/A,0.0
LOAN002451,CUST03222,561800,Education Loan,10.1,24,active,0.0
LOAN002129,CUST05328,"₹418,767",PL,12.83,24,Active,0.0
LOAN003701,CUST05069,183448,personal loan,11.93,120,ACTIVE,0.0
LOAN007501,CUST05436,N/A,Home Loan,8.11,12,PAID,0.04
LOAN007875,CUST01901,1410304,Home Loan,7.15,84,Current,0.0
LOAN002024,CUST03677,"787,562",home loan,7.9,48,ONGOING,0.0
LOAN010375,CUST00090,4381657, ,8.81,240,paid,
LOAN003471,CUST04270,360186,Personal,14.51,24,Ongoing,#N/A
LOAN001741,CUST01901,4897839,HOME LOAN,8.41,36,Paid,0.02
LOAN006932,CUST03562,178885,PERSONAL LOAN,14.14,84,active,0.0
LOAN005582,CUST01140,4460482,Mortgage,7.4,84,Paid Off,0.01
LOAN000626,CUST05707,384558,Vehicle Loan,12.08,60,ONGOING,0.0
LOAN003089,CUST03695,1406991,Auto Loan,10.71,84,Paid,0.99
LOAN003861,CUST04628,431724,Car Loan,9.54,180,PAID,0.0
LOAN004493,CUST05347,2933227,SME Loan,13.82,60,ongoing,0.01
LOAN000699,CUST04449,276905,Car Loan, ,60,active,0.51
LOAN002810,CUST04270,996578,car loan,10.47,12,ACTIVE,2.5
LOAN002929,CUST03677,937532,Auto Loan,9.78,#N/A,Ongoing,0.0
LOAN011058,CUST01500,409699,PL,#N/A,60,Current,0.0
LOAN003895,CUST05823,310294,Personal,15.3,48,paid,0.0
LOAN000117,CUST05707,1466018,car loan,11.53,60,Paid Off,0.0
LOAN002205,CUST00843,1787578,Biz Loan,11.97,48,Active,#N/A
LOAN010950,CUST05707,1487138,Car Loan,11.02,24,Active,0.01
LOAN007683,CUST02950,582008,car loan,9.09,24,Paid,0.0
LOAN011887,CUST04628,2821608,BUSINESS LOAN,13.11,240,Open,0.0
LOAN004635,CUST02950,71550,Personal Loan,13.98,180,paid,0.0
LOAN002065,CUST03518,160887,education loan, ,0,Open,0.16
LOAN010062,CUST03222,2580189,SME Loan,11.82,12,active,0.03
LOAN003530,CUST00090,406999,PERSONAL LOAN,14.7,180,Current,0.0
LOAN008758,CUST03562,Unknown,Personal Loan,15.07,60,Fully Paid,0.0
LOAN002790,CUST05069,2173114,Mortgage,8.07,240,PAID,0.0
LOAN002827,CUST00090,1492076,,9.98,84,active,0.0
LOAN011829,CUST00015,427780,Education Loan,17.78,12,default,0.0
LOAN009510,CUST03189,1021120,Biz Loan,11.26,60,Active,0.0
LOAN011985,CUST03677,nan,Home Loan,8.89,60,Open,0.0
LOAN008645,CUST00552,506201,Student Loan,10.73,48,Fully Paid,0.0
LOAN004615,CUST02933,2585697,Home Loan,9.33,48,Active,0.01
LOAN001327,CUST04628,52500,personal loan,14.07,-12,Active,0.0
LOAN003069,CUST03222,4600802,home loan,8.98,24,default,Unknown
LOAN000260,CUST03677,179429,PL,12.47,48,active,0.0
LOAN002714,CUST04084,305093,personal loan,14.77,60,PAID,0.0
LOAN000321,CUST00015,438728,Personal Loan,20.75,84,DEFAULT,0.0
LOAN002574,CUST00015,483062,personal loan,21.55,240,paid,0.0
LOAN004974,CUST00469,3516911,HOME LOAN,10.59,24,Paid Off,0.99
LOAN005564,CUST03839,727745,Car Loan,10.07,36,ACTIVE,0.0
LOAN008294,CUST03222,"₹1,958,546",SME Loan,13.06,180,Fully Paid,#N/A
LOAN003180,CUST04599,#N/A, ,8.78,120,PAID,0.0
LOAN002414,CUST04827,484459,Personal Loan,13.8,84,PAID,0.0
LOAN002922,CUST05707,733090,Auto Loan,10.74,60,Unknown,0.0
LOAN010568, ,413677,PERSONAL LOAN,13.46,600,Closed,0.0
LOAN006568,CUST04599,4747830,Housing Loan,6.83,36,Closed,0.02
LOAN001891,CUST03222,594698,home loan,8.44,84,NULL,nan
LOAN007404,CUST01500,618375,car loan,8.98,24,Open,0.0
LOAN008917,CUST00709,1080707,car loan,10.25,60,ongoing,0.0
LOAN004722,CUST05735, ,Personal,12.25,12,Ongoing,Unknown
LOAN008012,CUST05328,101264,Personal Loan,12.97,120,Ongoing,0.0
LOAN004093,CUST03055,147122,PERSONAL LOAN,13.87,48,Ongoing,0.27
LOAN004588,CUST00090,"1,139,172",Housing Loan,9.82,24,CLOSED,0.01
LOAN000040,CUST04270,"₹243,673",,12.95,120,paid,N/A
LOAN003113,CUST00394,365117,PL,13.08,48,Active,0.4
LOAN011454,CUST03839,104703,Personal,13.88,48,active,0.0
LOAN007569,CUST00015,515738,Auto Loan,17.24,48,Defaulted,
LOAN010621,CUST03571,"1,126,417",Car Loan,10.56,180,ongoing,0.0
LOAN009199,CUST03677,4426162,home loan,8.52,84,Ongoing,0.01
LOAN006427,CUST05823,145754,nan,14.14,180,Active,0.0
LOAN008791,CUST03571,1109060,Home Loan,10.04,180,Closed,0.0
LOAN009574,CUST02173,709092,Vehicle Loan,10.7,36,ongoing,0.0
LOAN001880,CUST00090,206736,Personal Loan,13.33,84,ongoing,0.0
LOAN001526,CUST01901,688647,nan,11.27,120,CLOSED,0.0
LOAN011232,CUST05436,389553,personal loan,12.55,180,active,0.0
LOAN005862,CUST04599,3106725,Mortgage,7.47,60,ongoing,0.01
LOAN008166,CUST05340,229585,Personal Loan,0,12,DEFAULT,nan
LOAN006229,CUST03189,221640,Auto Loan,8.73,84,Paid,0.0
LOAN000870,CUST01281,902349,Biz Loan,12.78,60,ongoing,0.0
LOAN008621,CUST00843,2169657,HOME LOAN,7.26,12,Active, 
LOAN000745,CUST02933,450829,Personal,12.89,36,Paid Off,0.0
LOAN005075,CUST00109,584767,home loan,9.39,48,DEFAULT,0.99
LOAN011072,CUST04281,1097386,CAR LOAN,9.17,24,NULL,#N/A
LOAN008057,CUST04628,1729889,HOME LOAN,8.08,12,Open,0.02
LOAN009339,CUST02933,254969,personal loan,12.53,Unknown,PAID,0.0
LOAN011297,CUST01140,65752,Personal Loan,12.3,24,default,0.0
LOAN011335,CUST00090,1250652,car loan,10.71,180,Current,0.0
LOAN001576,CUST04628,2482629,SME Loan,13.16,120,Closed,0.0
LOAN004290,CUST02173,0,Home Loan,9.59,12,ongoing,0.01
LOAN005330,CUST04628,654550,education loan,9.81,36,PAID,0.0
LOAN004251,CUST05436,141001,Personal,12.5,60,PAID,0.0
LOAN009678,CUST05823,1010492,Vehicle Loan,11.02,60,Ongoing,0.0
LOAN006793,CUST02950,2333325,Home Loan,8.27,48,Current,0.01
LOAN002761,CUST05328,966205,Car Loan,10.19,60,Closed,0.0
LOAN006783,CUST04628,2339049,BUSINESS LOAN,11.63,84,ONGOING,0.0
LOAN007660,CUST03571,2569669,SME Loan,12.19,120, ,0.0
LOAN007322,CUST05069,1332769,Housing Loan,8.22,24,ONGOING,0.01
LOAN006726,CUST04599,116148,PL,11.41,120,ACTIVE,0.0
LOAN003732,CUST05069,972738,NULL,11.74,240,Paid Off,0.0
LOAN009228,CUST00247,489547,PERSONAL LOAN,13.73,180,Open,0.0
LOAN001706,CUST01792,2367796,business loan,13.17,180,Default,Unknown
LOAN007965,CUST03280,175113,personal loan,13.74,84,PAID,0.0
LOAN000277,CUST03839,375126,Personal Loan,13.74,12,Paid,0.0
LOAN004739,CUST03936,2349154,BUSINESS LOAN,12.92,84,CHARGED OFF, 
LOAN009579,CUST00957,"342,840",Personal Loan,13.66,24,PAID,0.68
LOAN000579,CUST00015,433536,personal loan,21.48,12,paid,0.0
LOAN004159,CUST05707,461082,Personal,14.73,120,Paid Off,0.0
LOAN001041,CUST03340,2571413,Housing Loan,9.56,-12,Paid,0.99
LOAN005904,CUST02643,2542143,HOME LOAN,8.04,24,Open,0.01
LOAN003905,CUST03677,159233,Personal,12.26,240,active,0.0
LOAN005631,CUST03189,196544,PERSONAL LOAN,12.87,180,Closed,0.0
LOAN001266,CUST05823,-1000,Vehicle Loan,11.6,12,Current,0.01
LOAN003940,CUST00015,748398,SME Loan,19.83,24,Defaulted,NULL
LOAN001178,CUST04084,577060,NULL,11.32,60,paid,0.0
LOAN005090,CUST05449,398782,Personal,11.93,36,Fully Paid,0.99
LOAN003460,CUST05069,496565,EDUCATION LOAN,8.09,36,ONGOING,0.0
LOAN011049,CUST01025,532178,Car Loan,9.53,48,paid,0.0
LOAN001446,CUST03562,2064982,home loan,11.06,36,ongoing,0.01
LOAN003630,CUST03677,,Personal,13.24,12,paid,0.0
LOAN007400,CUST04636,401204,Personal Loan,14.42,84,paid,0.99
LOAN010167,CUST04084,2191123,BUSINESS LOAN,13.92,180,Paid Off,0.0
LOAN002472,CUST01524,210097,Personal Loan,13.38,24,Active,NULL
LOAN002481,CUST03824,459551,Personal,14.0,84,Open,0.0
LOAN004904,CUST02173,999999999,home loan,8.36,84,Paid Off,0.01
LOAN008508,CUST00015,999999999,business loan,20.6,120,Paid,0.0
LOAN006461,CUST00843,971480,CAR LOAN,8.61,12,paid,0.01
LOAN011856,CUST01500,1340313,Vehicle Loan,9.82,84,NULL,0.0
LOAN006570,CUST00843,1221760,CAR LOAN,8.56,240,Closed,0.0
LOAN010134,CUST05707,94657,PL,14.08,240,Paid Off,0.0
LOAN003494,CUST00247,540498,home loan,9.89,180,PAID,0.0
LOAN008756,CUST04827,0,Housing Loan,7.96,180,Paid Off,0.0
LOAN003408,CUST01633,1051966,Business Loan,14.23,-12,Active,0.37
LOAN009773,CUST03839,164907,Personal,14.07,24,N/A,0.0
LOAN003979,CUST02643,"3,525,163",HOME LOAN,9.1,180,Fully Paid,
LOAN002432,CUST03839,4647138,Mortgage,7.68,60,active,0.01
LOAN001276,CUST05036,430875,PL,12.64,84,Current,0.26
LOAN007476,CUST00843,"1,085,905",Vehicle Loan,9.11,-12,ACTIVE,0.01
LOAN008155,CUST04599,415128,NULL,11.59,24,Ongoing,0.0
LOAN001917,CUST00090,3877098,Home Loan,9.72,240,ONGOING,0.0
LOAN004916,CUST01901,-1000,Business Loan,11.63,84,ONGOING,0.0
LOAN011846,N/A,2538075,home loan,7.14,84,ongoing,0.0
LOAN004268,CUST03839,696586,CAR LOAN,9.4,24,Open,0.0
LOAN008036,CUST04628,240234,personal loan,14.2,48,Fully Paid,
LOAN004183,CUST01500,875889,car loan,10.15,180,Paid,0.0
LOAN009442,CUST00015,NULL,BUSINESS LOAN,NULL,180,Paid Off,0.0
LOAN001359,CUST01753,1420844,Auto Loan,9.78,36,Charged Off,0.99
LOAN009074,CUST03730,89611,Personal Loan,13.37,180,PAID,0.05
LOAN002181,CUST03839,"2,702,334",SME Loan,12.08,60,#N/A,0.01
LOAN005786,CUST00552,728479,EDUCATION LOAN,NULL,36,paid,0.0
LOAN011056,CUST00843,1406583,Mortgage,8.88,12,PAID,0.01
LOAN002312,CUST02377,1813498,Home Loan,9.37,24,DEFAULT,0.99
LOAN008930,CUST05069,"332,354",Edu Loan,8.2,24,Current,0.0
LOAN001991,CUST03571,849473,car loan,11.51,60,Current,0.0
LOAN008125,CUST01500,546214,Edu Loan,8.85,36,ONGOING,0.0
LOAN000470,CUST01140,214712,car loan,8.19,240,Ongoing,0.0
LOAN004777,CUST00587,4558330,HOME LOAN,10.21,60,Open,0.01
LOAN009733,CUST00552,498040,PERSONAL LOAN,14.07,60,active,0.0
LOAN010086,CUST01591,413481,SME Loan,#N/A,12,Closed,0.99
LOAN005254,CUST00587,nan, ,10.06,84,CLOSED,0.0
LOAN004327,CUST04678,412175,Car Loan,8.84,24,Open,0.99
LOAN002584,CUST05735,672830,home loan,8.37,180,ONGOING,0.0
LOAN005569,CUST03562,628026,Auto Loan,11.77,48,PAID,0.0
LOAN003466,CUST04270,2062606,Business Loan,12.55,240,Open,0.0
LOAN005288,CUST05665,406016,Personal Loan,12.67,24,Charged Off,99
LOAN004659,CUST00587,1541807,business loan,13.17,60,active,0.0
LOAN008674,CUST02950,172687,Personal Loan,12.2,36,Paid,0.0
LOAN005808,CUST02933,2074634,SME Loan,11.1,240,CLOSED,0.0
LOAN010191,CUST03189,385787,Vehicle Loan,9.55,84,Open,0.0
LOAN009817,CUST04628,3322324,Housing Loan,9.11,600,Open,0.0
LOAN001472,CUST02173,230291,Personal Loan,12.37,48,Closed,0.0
LOAN010153,CUST05436,443676,personal loan,13.34,180,paid,0.0
LOAN000581,Unknown,477754,PL,12.81,60,Open,0.0
LOAN008207,CUST05707,670183,Edu Loan,9.99,240,Paid,0.0
LOAN005474,CUST03280,1256046,car loan,11.69,12,Paid Off,0.01
LOAN003307,CUST01281,2713248,HOME LOAN,9.86,120,paid,0.0
LOAN005398,CUST04827,295777,Personal Loan,12.7,84,,0.0
LOAN011404,CUST02933,1837560,Housing Loan, ,240,ACTIVE,0.0
LOAN008516,CUST04827,225713,PERSONAL LOAN,14.05,12,Paid Off,0.0
LOAN001908,CUST00552,1529389,BUSINESS LOAN,13.06,180,paid,0.0
LOAN007325,CUST03189,2004054,Business Loan,12.39,24,active,0.01
LOAN002033,CUST02173,2126519,SME Loan,11.56,120,NULL,0.0
LOAN007117,CUST04415,258314,Personal Loan,13.72,24,Paid Off,0.99
LOAN008458,CUST01140,566552,Business Loan,11.5,24,Active,0.0
LOAN011962,CUST01281,-1000,CAR LOAN,10.65,24,Current,0.0
LOAN007609,NULL,343463,SME Loan,14.13,12,Active,0.0
LOAN002973,CUST00247,1601466,Business Loan,12.68,24,ACTIVE,0.01
LOAN006596,CUST03280,483560,Education Loan,11.41,120,ONGOING,0.0
LOAN007202,CUST00552,462046,SME Loan,12.9,36,Active,
LOAN006997,CUST00843,157354,Personal Loan,13.42,48,ongoing,0.0
LOAN005047,CUST05735,755957,car loan,10.03,24,Default,0.0
LOAN008243,CUST03803,1417285,Biz Loan,13.06,120,Paid Off,2.5
LOAN005600,CUST04599,2520938,Mortgage,7.24,120,active,0.0
LOAN004574,CUST05069,440878,personal loan,12.89,24,Open,0.0
LOAN004223,CUST01140, ,CAR LOAN,8.47,240,Fully Paid,0.0
LOAN002015,CUST05436,473389,Personal,11.95,24,Open,0.0
LOAN008485,CUST05069,1407976,car loan,8.68,48,Ongoing,0.0
LOAN010435,CUST00247,2942697,BUSINESS LOAN,12.92,84,Ongoing,0.0
LOAN000909,CUST04392,3545726,N/A,8.2,240,Default,0.99
LOAN002753,CUST03677,N/A,Biz Loan,11.66,12,ongoing,0.01
LOAN000742,CUST01500,"₹466,926",car loan,9.37,-12,Active,0.0
LOAN001839,CUST05347,1083118,Car Loan,11.52,180,Current,0.0
LOAN000278,CUST05707,"1,213,368",HOME LOAN,10.82,Unknown,PAID,0.01
LOAN009636,CUST00015,685575,Edu Loan,17.3,180,Closed,0.0
LOAN000306,CUST00191,65893,Personal,14.54,240,Ongoing,0.07
LOAN010725,CUST02643,226404,personal loan,13.23,48,ONGOING,0.0
LOAN002519,CUST05328,741494,CAR LOAN,10.72,36,Active,0.0
LOAN006137,CUST05069,799732,Edu Loan,8.24,12,Paid,0.01
LOAN010521,CUST05823,1097324,Car Loan,12.04,48,Paid Off,0.0
LOAN002851,CUST02643,963403,car loan,10.95,84,Open,0.0
LOAN010774,CUST05496,111252, ,12.65,120,PAID,0.35
LOAN008954,CUST00843,1967201,NULL,7.98,24,Active,0.01
LOAN010927,CUST03189,4230208,Home Loan,7.88,84,active,0.01
LOAN004840,CUST05707,312777,Biz Loan,12.93,240,active,0.0
LOAN003462,CUST03280,,PERSONAL LOAN,13.96,,paid,0.0
LOAN008438,CUST00247,772834,business loan,12.09,120,ACTIVE,Unknown
LOAN007998,CUST01500,152816,PL,11.55,60,Open,0.0
LOAN010162,CUST04084,264618,car loan,11.39,84,Paid,0.0
LOAN010235,CUST00247,515444,Business Loan,12.96,120,Paid Off,0.0
LOAN007191,CUST04628,"150,878",PL,14.0,N/A,Current,0.0
LOAN005997,CUST03677,4387884,Mortgage,8.97,48,paid,0.01
LOAN009140,CUST00587,853252,Biz Loan,12.18,84,Fully Paid,0.0
LOAN006808,CUST01500,1411218,business loan,11.59,12,ONGOING,0.01
LOAN001181,CUST03824,423314,Auto Loan,10.91,36,Defaulted,0.0
LOAN005118,CUST04084,1355906,#N/A,10.42,84,nan,0.0
LOAN011213,CUST04827,778107,Car Loan,11.02,36,Active,0.0
LOAN002698,CUST01140,"₹105,871",Personal Loan,12.54,36,ONGOING,0.0
LOAN005287,CUST02950,"₹520,538",home loan,8.28,60,paid,0.0
LOAN010407,CUST04308,1714041,HOME LOAN,8.64,240,Paid,0.99
LOAN011338,CUST01500,406268,Edu Loan,8.82,84,ONGOING,0.0
LOAN000794,CUST03280,261490,Personal,13.36,24,Paid,0.0
LOAN000697,CUST02173,751219,EDUCATION LOAN,9.29,60,Active,0.0
LOAN002104,CUST02643,159938,Personal,13.89,36,paid,0.0
LOAN011768,CUST00843,884575,Auto Loan,9.05,36,Fully Paid,0.0
LOAN004672,CUST05328,385259,Personal Loan,14.36,240,Open,0.0
LOAN002249,CUST03562,256613,Unknown,14.58,180,ACTIVE,0.0
LOAN008602,CUST05347,1816553,Housing Loan,10.24,48,ongoing,0.0
LOAN011812,CUST04827,N/A,Housing Loan,8.45,12,Paid,0.02
LOAN008063,CUST04084,"₹333,867",personal loan,15.17,84,ongoing,0.0
LOAN006860,CUST04270,1437153,CAR LOAN,9.96,180,Paid,0.0
LOAN005248,CUST01025,62436,Personal,13.13,120,Paid,0.0
LOAN010090,CUST05735,942385,Vehicle Loan,10.07,180,ONGOING,0.0
LOAN003003,CUST03189,1193051,Home Loan,8.66,60,ongoing,
LOAN010401,CUST04270,2328692,HOME LOAN,9.48,12,NULL,#N/A
LOAN009229,CUST03263,N/A,Housing Loan,nan,180,Current,0.2
LOAN010168,CUST01281,1643686,home loan,9.69,60,ONGOING,0.0
LOAN008309,CUST01025,2699941,nan,9.37,48,Open,0.01
LOAN009130,CUST00552,143953,Personal,12.63,36,ACTIVE,0.0
LOAN011265,CUST04270,363657,PERSONAL LOAN,13.94,180,ongoing,0.0
LOAN009931,CUST04156,2738126,HOME LOAN,-5,120,CHARGED OFF,0.98
LOAN006863,CUST02643,190149,Personal,12.88,36,active,0.0
LOAN000924,CUST05069,297490,EDUCATION LOAN,9.12,36,Open,0.0
LOAN004754,CUST01500,335689,Edu Loan,8.51,120,paid,0.0
LOAN007967,CUST00587,152757,Personal,13.33,24,Closed,0.0
LOAN006412,CUST03839,629547,Education Loan,9.99,12,paid,0.01
LOAN011890,CUST00015,2844321,business loan,20.73,240,Charged Off,
LOAN011273,CUST03189,3631140,Mortgage,9.0,12,Paid,nan
LOAN000441,CUST00843,NULL,Housing Loan,7.86,240,ONGOING,0.0
LOAN005963,CUST03280,254123,Personal,14.01,240,Paid Off,0.0
LOAN009383,CUST04084,"324,063",Personal,13.67,60,ACTIVE,0.0
LOAN006721,CUST00090,69249,Personal Loan, ,48,Current,0.0
LOAN010833,CUST00709,3072546,Housing Loan,8.33,24,Fully Paid,0.02
LOAN002980,CUST00210,368906,Car Loan,12.58,36,Closed,0.99
LOAN001955,CUST05707,64164,Personal,13.49,84,Paid Off,0.0
LOAN005165,CUST04423,272093,Auto Loan,9.47,84,Fully Paid,0.99
LOAN006209,CUST05328,2576024,Business Loan,12.2,84,ACTIVE,0.0
LOAN004200,CUST04628,246262,PL,12.77,12,Ongoing,0.0
LOAN006651,CUST05735,1027879,SME Loan,12.34,84,PAID,0.0
LOAN001162,CUST04084,711942,Vehicle Loan,11.86,180,CHARGED OFF,0.0
LOAN004608,CUST03280,464844,Business Loan,12.79,240,ONGOING,0.0
LOAN000230,CUST05735,128190,PL,12.34,12,ACTIVE,0.0
LOAN006903,CUST00552,"717,774",SME Loan,12.11,24,Current,0.0
LOAN009878,CUST05823,1225761,,12.23,24,Active,0.01
LOAN009287,CUST00406,2116069,HOME LOAN,9.63,12,Default,0.99
LOAN000251,CUST04084,251400,Auto Loan,11.53,36,Bad Debt,nan
LOAN008407,CUST01539,92118,PERSONAL LOAN,14.09,240,Paid Off,0.11
LOAN011854,CUST02950,301560,Personal Loan,13.9,120,Active,2.5
LOAN007026,CUST01025,2581864,Home Loan,9.36,36,Current,0.01
LOAN011186,CUST03280,702320,Edu Loan,10.61,120,Fully Paid,Unknown
LOAN006750,CUST04084,2098970, ,9.42,12,Ongoing,0.02
LOAN004711,CUST04827,213679,Personal Loan,12.77,48,PAID,0.0
LOAN000186,CUST03756,820589,CAR LOAN,12.81,36,DEFAULT,0.99
LOAN006078,CUST05296,1006675,Car Loan,9.84,84,Paid Off,0.99
LOAN004668,CUST02471,2086589,HOME LOAN,9.05,48,paid,0.99
LOAN006809,CUST03571,116546,personal loan,12.96,84,Paid,0.0
LOAN002239,CUST04624,176712,Edu Loan,9.06,60,,-0.5
LOAN011000,CUST02785,1723568,HOME LOAN,11.7,180,CLOSED,0.99
LOAN000518,CUST03571,1372531,Auto Loan,9.93,48,Open,0.0
LOAN009471,CUST03839,2784136,SME Loan,11.15,240,PAID,0.0
LOAN000162,CUST05328,463648,Personal Loan,13.94,12, ,0.0
LOAN011901,CUST02643,2012523,Mortgage,8.04,24,Current,0.01
LOAN000759,CUST00247,"1,087,062",Car Loan,9.91,240,CLOSED,0.0
LOAN004708,N/A,542769,CAR LOAN,10.32,180,ongoing,0.0
LOAN001514,CUST05735,4905400,home loan,7.67,36,Open,0.02
LOAN001672,CUST03677,237945,Personal Loan,11.83,0,ONGOING,0.0
LOAN010341,CUST00552,342902,Personal,12.43,12,Paid,0.0
LOAN007946,CUST02173,260266,BUSINESS LOAN,11.88,48,CLOSED,0.0
LOAN008045,CUST05823,1253117,CAR LOAN,11.95,60,Ongoing,0.0
LOAN011013,CUST03790,"₹300,135",PERSONAL LOAN,13.88,24,Charged Off,0.99
LOAN002668,CUST04095,686358,Auto Loan,9.48,84,ACTIVE,0.36
LOAN003658,CUST01281,938187,Auto Loan,10.07,60,Unknown,0.0
LOAN004004,CUST03280,3335918,HOME LOAN,9.96,48,ongoing,0.01
LOAN001859,CUST00843,869940,home loan,8.9,60,Paid Off,0.0
LOAN003304,CUST05735,460442,Car Loan,10.41,60,Active,0.0
LOAN007997,CUST00552,631532,Edu Loan,10.8,240,CLOSED,0.0
LOAN009240,CUST02173,208073,Business Loan,12.23,24,Ongoing,0.0
LOAN002972,CUST02643,927855,Mortgage,8.94,240,Paid Off,0.0
LOAN005026,CUST00090,1763951,Biz Loan,13.33,Unknown,Closed,#N/A
LOAN003903,CUST05371,2212745,Business Loan,11.92,180,CHARGED OFF,0.99
LOAN004088,CUST00709,4954445,Home Loan,9.29,84,Paid Off,0.01
LOAN000730,CUST00843,207884,Personal,12.84,120,ongoing,0.0
LOAN001122,CUST03562,442621,Car Loan,12.44,84,Paid,0.0
LOAN002066,CUST00320,#N/A,Mortgage,9.59,180,Paid,0.99
LOAN000438,CUST03280,232072,personal loan,13.86,600,PAID,0.0
LOAN010397,CUST05328,"₹907,745",Car Loan,10.89,36,default,0.0
LOAN008478,CUST05436,1986174,HOME LOAN,8.8,240,ACTIVE,0.0
LOAN004008,NULL,186016,Personal Loan,13.28,60,ACTIVE,0.0
LOAN008465,CUST04827,544292,Vehicle Loan,9.54,24,ACTIVE,0.0
LOAN000805,CUST01025,499734,Biz Loan,12.21,36,Paid,0.0
LOAN003971,CUST03222,294196,N/A,-5,12,Open,0.0
LOAN003828,CUST05823,589018,home loan,9.14,240,active,0.0
LOAN000664,CUST00247,460504,PL,14.19,84,ongoing,0.0
LOAN005467,CUST00587,nan,Housing Loan,10.01,48,active,0.01
LOAN005278,CUST03562,706190,BUSINESS LOAN,13.98,24,ACTIVE,0.0
LOAN002883,CUST04552,,home loan,9.96,24,Fully Paid,0.99
LOAN001926,CUST04628,2151089,Mortgage,8.91,120,Open,0.0
LOAN010852,CUST04827,1446645,Car Loan,10.27,60,PAID,0.0
LOAN009687,CUST05707,177438,personal loan,14.46,120,Paid Off,0.0
LOAN009799,CUST04827,69631,PERSONAL LOAN,12.34,48,ONGOING,0.0
LOAN006123,CUST02933,1282290,Car Loan,9.09,180,Fully Paid,0.0
LOAN005094,CUST02933,314989,Business Loan,NULL,12,Active,0.0
LOAN002864,CUST01901,302600,PL,12.68,180,Paid,0.0
LOAN009925,CUST04599,3064242,Home Loan,8.61,240,PAID,0.0
LOAN004524,CUST03562,494134,Vehicle Loan,11.29,36,active,0.0
LOAN002370,CUST03824,4282895,home loan,9.38,24,Paid,0.02
LOAN011321,CUST00843,429496,Personal,11.7,84,ACTIVE,0.0
LOAN001619,CUST04757,2096441,business loan,11.84,24,ongoing,0.99
LOAN010513,CUST01901,1236201,SME Loan,10.78,36,ONGOING,2.5
LOAN010921,CUST03839,1178897,Auto Loan,10.53,36,active,0.0
LOAN009197,CUST03571,361309,Student Loan,75,120,Ongoing,0.0
LOAN002630,CUST04628,2052387,home loan,9.74,24,PAID,0.01
LOAN010205,CUST05823,3920278,HOME LOAN,9.23,48,Fully Paid,0.01
LOAN011181,CUST01025,"₹362,013",Education Loan,9.38,60,Active,0.0
LOAN000034,CUST01901,469728,Personal Loan,-5,12,Open,0.0
LOAN007759,CUST04084,479872,Education Loan,9.97,120,ongoing,0.0
LOAN005953,CUST03824,4552337,Home Loan,8.76,240,active,0.0
LOAN006429,CUST02933,455968,CAR LOAN,9.46,240,Active,0.0
LOAN011636,CUST00843,697873,Edu Loan,8.79,120,Closed,0.0
LOAN006762,CUST04664,367626,PL,11.08,24,DEFAULT,0.99
LOAN002231,CUST03562,1338494,Biz Loan,14.31,180,PAID,0.0
LOAN010262,CUST04084,1355955,CAR LOAN,12.26,24,CLOSED,0.01
LOAN000899,CUST01500,2754812,HOME LOAN,120,48,PAID,0.01
LOAN006449,CUST00843,460529, ,13.15,60,Current,0.0
LOAN011222,CUST04599,1193512,Biz Loan,11.2,36,Closed,0.0
LOAN008556,CUST04270,127199,Personal,13.96,240,Current,0.0
LOAN000749,CUST05328,1733165,Mortgage,9.85,180,Open,0.0
LOAN002089,CUST03189,Unknown,NULL,8.21,180,Ongoing,0.0
LOAN005071,CUST03222,2411107,#N/A,8.48, ,Closed,2.5
LOAN001420,CUST00843,363370,PERSONAL LOAN,12.68,48,active,0.0
LOAN002085,CUST04628,0,Personal,14.06,180,PAID,0.0
LOAN000403,CUST03280,Unknown,HOME LOAN,9.37,84,Active,0.0
LOAN008491,CUST01901,1371513,Car Loan,10.02,12,paid,0.01
LOAN011516,CUST02950,78914,Personal Loan,14.03,240,Open,0.0
LOAN005188,CUST03222,4516547,home loan,10.16,84,paid,0.01
LOAN001099,CUST04270,"477,769",PL,13.9,60,Ongoing,0.0
LOAN001367,CUST02933,903521,CAR LOAN,9.55,12,CLOSED,0.01
LOAN011717,CUST01025,787355,car loan,10.48,Unknown,Defaulted,0.0
LOAN009323,CUST03677,485701,Biz Loan,12.23,12,ongoing,0.0
LOAN005460,CUST05823,1110213,car loan,11.85,36,Paid,0.0
LOAN003253,CUST01025,395577,Vehicle Loan,10.23,24,ONGOING,0.0
LOAN009692,CUST00090,1120360,home loan,8.72,24,paid,0.01
LOAN010319,CUST05707,3768216,home loan,10.26,180,ONGOING,0.0
LOAN010061,CUST04084,200624,Personal,14.83,120,ongoing,0.0
LOAN002087,CUST05707,606603,HOME LOAN,10.05,24,Fully Paid,0.0
LOAN011988,CUST03222,292432,personal loan,nan,36, ,0.0
LOAN010293,CUST00805,120234,personal loan,13.64,180,CLOSED,0.07
LOAN010607,CUST03222,402513,personal loan,14.36,36,Paid Off,0.0
