Customer_ID,Age,Gender,Income,Employment_Type,Years_of_Employment,Credit_Score
CUST00174,44,MALE,56817,Salaried,11,684
CUST02464,38,Male,"$121,689",Full-Time,12,778
CUST01488,52,Male,47438,Self-Employed,3,592
CUST02607,36,FEMALE,#N/A,Business Owner,12,667
CUST04150,52,F,83438,Sal.,23,684
CUST01054,22,male,137555,Sal.,1,560
CUST03694,54,Male,39491,salaried,26,819
CUST00210,45,NULL,133903,Sal.,2,738
CUST04417,56,FEMALE,INR 223645,BUSINESS OWNER,25,850
CUST05301,36,Male ,72583,Freelancer,16,779
CUST05835,28, Female,146462,Business Owner,3,756
CUST03112,48,f,130802,SALARIED,16,746
CUST02666,41,female,77256,salaried,4,758
CUST04540,45, ,50000,Freelancer,13,693
CUST00742,35,m,57275,freelancer,4,640
CUST01953,42,MALE,99999999,Self employed,11,674
CUST01748,49,Female,73005,Full-Time,20,nan
CUST02623,31,Female,90289,Biz Owner,3,666
CUST05186,41,M,181512,Biz Owner,7,711
CUST04734,130,MALE,-1,Salaried,27,789
CUST01805,28,Female,90600,Full-Time,3,736
CUST01333,27,female,30808,Sal.,3,628
CUST00565,64,FEMALE,65958,Self Employed,4,721
CUST01433,46,male,Unknown,UNEMPLOYED,0,708
CUST05342, ,M,129181,Biz Owner,9,850
CUST04218,37,m,45396,self-employed,13,847
CUST00499,41,MALE,87519.00,Full-Time,1,722
CUST02701,54,Female,75410,Full-Time,25,692
CUST04360,25,FEMALE,30002,Gig Worker,4,748
CUST01426,35,m,66493,SALARIED,13,NULL
CUST05767,59,FEMALE,87475,Salaried,16,772
CUST04723,62,FEMALE,64022,Salaried,100,836
CUST03443,40,F,90703,SALARIED,13,571
CUST02222,62,FEMALE,68753,Full-Time,34,780
CUST03033,64,Male ,171111,Entrepreneur,13,683
CUST00936,-5,f,90892,salaried,31,837
CUST00934,0,Female,56320,Gig Worker,12, 
CUST04087,40,m,72077,nan,4,574
CUST02324,55,M,28841,Self Employed,17,786
CUST03237,34,M,62000,self-employed,5,655
CUST01414,N/A,Female,36839,salaried,4, 
CUST00089,35,F,93671,SALARIED,11,847
CUST05488,64,Male ,94775,salaried,2,695
CUST05952,25,M,75656,Business owner,2,605
CUST04298,60,N/A,126768,Sal.,16,848
CUST05532,28,Female,146888,BUSINESS OWNER,1,759
CUST00536,22, Female,67341,Full-Time,1,750
CUST02186,58,Male ,66831,salaried,9,768
CUST05355,30,M,83756,Self-Employed,NULL,672
CUST03255,51,Male,104230,SE,2,568
CUST00349,44,Female,185554,Business owner,15,630
CUST04801,7,Male ,91131,SE,4,nan
CUST04965,40, Female,82747,Sal.,9,809
CUST02364,38,m,95821,Salaried,7,799
CUST05586,41,m,"$89,882",NULL,7,624
CUST02412,58,f,40375,Self-Employed, ,627
CUST01948,57,Male ,137231,SALARIED,5,611
CUST05927,53,female,61590,Self employed,9,668
CUST04496,57,FEMALE,182315,Biz Owner,15,688
CUST05938,33,m,34304,Self employed,13,816
CUST01882,53,Male,94957,Sal.,12,643
CUST04674,47,female,114559,salaried,22,660
CUST02583,44,Male ,83581,Full-Time,12,850
CUST02854,130,MALE,nan,SALARIED,1,618
CUST03433,50,Male,65877,Self Employed,17,684
CUST05974,7,MALE,88549,SE,9,553
CUST05802,55,F,N/A,SE,7,658
CUST04485,58, Female,90006,SALARIED,#N/A,779
CUST01110,60,male,206097,Business owner,10,529
CUST03995,61,Non-Binary,147818,salaried,22,805
CUST04459,32,male,244241,Business Owner,4,647
CUST00639,-5,FEMALE,84919,SALARIED,29,850
CUST03986,0,f,140788,Full-Time,N/A,716
CUST05670,59,male,66238,Freelancer,15,682
CUST05456,32,MALE,172228,Business owner,4,785
CUST03505,200,M,47169,Gig Worker,22,836
CUST04714,64, Female,110905,SALARIED,28,488
CUST05439,60,Male ,141571,Sal.,5,738
CUST00138,63,F,59420,SALARIED,10,NULL
CUST05132,47,female,109006,Full-Time,11,613
CUST02395,44,f,75493,self-employed,19,734
CUST05537,31,#N/A,73130,self-employed,5,801
CUST02512,53,Unknown,148361,#N/A,5,638
CUST03280,64,Female,206667,Biz Owner,13,850
CUST04519,60,Male,56306,SALARIED,13,nan
CUST00355,23,Female,76467,Sal.,1,765
CUST02108,24,Male,92662,Self-Employed,2,730
CUST05060,35,MALE,21653,SE,8,616
CUST02735,60,FEMALE,INR 70726,Business Owner,999,748
CUST03027,30,m,126661,salaried,10,794
CUST03950,41,Male,39076, ,9,709
CUST05244,60,Male ,98863,self-employed,26,812
CUST04611,30,Male ,169147,BUSINESS OWNER,4,1200
CUST04029,26,M,78346,Salaried,2,697
CUST02128,31,f,56483,salaried,2,
CUST01394,#N/A,male,48335,Self Employed,4,689
CUST01473,44,Female,39369,FREELANCER,9,547
CUST01077,52,female,,Freelancer,N/A,561
CUST01101,65,M,97693,Self-Employed,23,850
CUST04806,59,,129091,SALARIED,17,697
CUST00506,62,male,104786,SALARIED,nan,730
CUST00820,51,m,142544,Full-Time,4,636
CUST01444,62,F,132730,Sal.,16,715
CUST04362,39,male,41961,salaried,3,690
CUST04940,60,Male,39452,Self employed,16,724
CUST00011,25,Male ,,Unknown,5,650
CUST03998,65,non-binary,43519,Self employed,13,751
CUST03334,24,FEMALE,17927,Freelancer,4,750
CUST05808,48,M,218482,#N/A,22,754
CUST01469,27,Male,136929,Full-Time,4,765
CUST01859,58,#N/A,35284,self-employed,#N/A,695
CUST01975,#N/A,M,9538,Jobless,0,840
CUST03701,39,Male ,83967,Self employed,15,609
CUST01016,36,male,132533,Salaried,11,624
CUST05762,32,m,41371.00,FREELANCER,11,672
CUST05581,38,Male,81613,SE,13,623
CUST03555,50,male,42361,Sal.,11,474
CUST05959,40,M,55078,salaried,14,672
CUST04601,54,m,132998,salaried,34,792
CUST04632,Unknown,F,70450,SALARIED,8,726
CUST04123,42,MALE,NULL,Free Lancer,20,668
CUST02929,53,Male,121715,NULL,16,850
CUST02160,59,M,91431,Self Employed,34,735
CUST05292,40,Male ,87717,Full-Time,16,610
CUST00985,64,#N/A,147041,salaried,28,NULL
CUST02697,42,m,18149,Freelancer,Unknown,642
CUST04346,34,Male ,62058, ,9,655
CUST05357,53,f,135720,SALARIED,8,744
CUST05722,51,f,104589,self-employed,#N/A,850
CUST04885,40,male,149310,salaried,16,730
CUST04705,47,Male,71735,SALARIED,13,703
CUST02352,21,Male,140528,Full-Time,1,694
CUST04490,Unknown,FEMALE,99749,Self Employed,11,690
CUST03224,38,Male,70936,salaried,17,N/A
CUST02435,49,Female,114259/-,Sal.,22,758
CUST05219,57,Male,NULL,Business owner,3,820
CUST03927,30,FEMALE,54498,self-employed,4,N/A
CUST04258,53,F,99999999,salaried,12,713
CUST02678,65,M,27248,Self Employed,20,836
CUST03422,60,F,115347,SE,16,NULL
CUST02995,41,Male ,111830,NULL,N/A,700
CUST01781,51, ,91052,Sal.,12,741
CUST04543,63,Male,8942,UNEMPLOYED,#N/A,662
CUST04296,63,Female,55514,Freelancer,35,823
CUST04873,22,Male ,298790,Entrepreneur,2,781
CUST03056,50,MALE,32206,SALARIED,2,699
CUST02366,59, Female,46919,SALARIED,10,737
CUST03411,53,Male ,121308,Sal.,20,701
CUST03827,54,female,261013,Biz Owner,19,755
CUST01620,21,Male ,101391,Full-Time,1,694
CUST01321,54,M,112818,SALARIED,6,835
CUST03210,32,female,105800,SALARIED,9,661
CUST03130,Unknown,M,64707,SALARIED,5,544
CUST00479,52,male,"$126,309",Full-Time,13,759
CUST03410,35,Male,102619,SE,15,792
CUST01194,27,Female,54377,FREELANCER,3,538
CUST05394,51,f,54396,Full-Time,24,N/A
CUST00860,54,FEMALE,111758,SALARIED,16,999
CUST02828,47,M,91946,Salaried,11,713
CUST05932,61,Female,202114,Biz Owner,6,675
CUST05857,43,male,#N/A,BUSINESS OWNER,11,815
CUST02719,40,m,73741,FREELANCER,16,785
CUST05174,35,Male ,145519,Sal.,11,671
CUST05862,21,MALE,74970,freelancer,1,811
CUST00104,39,FEMALE,45346,Freelancer,4,779
CUST02468,21,Female,53736,SALARIED, ,782
CUST02901,43,M,189830,Entrepreneur,9,850
CUST03606,43,M,INR 107016,salaried, ,698
CUST03123,60,male,23288,Free Lancer,NULL,827
CUST04142,47,male,29056,Free Lancer,9,653
CUST01864,45,Male ,109582,Business owner,16,805
CUST04129,27,F,Unknown,Jobless,0,580
CUST03165,61,Male,87026,salaried,21,692
CUST05155,61,m,197234,BUSINESS OWNER,7,695
CUST05812,,,Unknown,SALARIED,1,715
CUST03774,63,Female,101995,Full-Time,5,651
CUST03358,48,Female,nan,Full-Time,11,830
CUST04983,36,MALE,INR 77531,,12,819
CUST03601,61,FEMALE,63738,Free Lancer,23,810
CUST00147,55,Male,130400,salaried,29,671
CUST00998,, Female,211255,Business owner,14,627
CUST00320,51,male,"$30,708",Full-Time,25,677
CUST03189,44,F,109486,self-employed,6,664
CUST02397,31,M,96330,Sal.,2,565
CUST02260,26,m,194079,Biz Owner,5,731
CUST04981,23,Non binary,"$26,799",Freelancer,2,691
CUST04475,44,,86493,Salaried,9,nan
CUST03773,60,M,144504,Business Owner,6,793
CUST04303,25,male,62081,Full-Time,4,538
CUST00988,30,Female,264581.00,Business Owner,7,595
CUST03672,28,Male ,NULL,Freelancer,3,649
CUST03001,40,m,147532,SALARIED,16,675
CUST04884,59,,94959,Self employed,5,800
CUST00882,38,Female,78520,Salaried,8,718
CUST00336,41,Male,nan,salaried,7,637
CUST00556,34,M,47336,Sal.,8,801
CUST03619,28, Female,50820,Salaried,,749
CUST05309,44,f,92369,Salaried,23,850
CUST02694,42,male,147036,Full-Time,5,581
CUST02133,41,Male ,118075,Sal.,14,759
CUST02085,28,f,53922,Self employed,2,553
CUST04095,49,f,#N/A,salaried,11,801
CUST04220,59,NULL,80337,N/A,15,632
CUST04916,27,Male,82190,Sal.,1,723
CUST05623,49, Female,68188,Full-Time,18,#N/A
CUST03138,56,F,4070,Not Employed,0,736
CUST01314,34,FEMALE,43353,Self-Employed,N/A,685
CUST05837,37,NULL,96071,Sal.,6,771
CUST01614,55,M,35474/-,Self Employed,10,747
CUST05002,26,f,128333,Entrepreneur,5,761
CUST04522,48,Male ,-1,BUSINESS OWNER,2,712
CUST04326,59,FEMALE,42306,Free Lancer,28,687
CUST00727,29,M,96678,Sal.,6,647
CUST03327,56,MALE,117900,Salaried,14,711
CUST05080,40,NULL,104651,SE,2,784
CUST04285,37,F,45770,Self employed,16,596
CUST02081,27,female,95069,Salaried,1,633
CUST02429,34,male,INR 76398,Entrepreneur,3,687
CUST02418,33,M,58897,freelancer,6,631
CUST04488,52,N/A,121215,SALARIED,12,720
CUST00067,40,FEMALE,68766/-,,2,707
CUST01880,62, Female,69142,salaried,32,758
CUST02645,33,M,144830,SALARIED,6,765
CUST02766,37, Female,89925,Self-Employed,4,900
CUST02096,nan,MALE,NULL,Entrepreneur,5,708
CUST03340,36,MALE,-5000,Salaried,13,608
CUST05641,41,NB,234548,BUSINESS OWNER,6,772
CUST02212,58,MALE,46978,SALARIED,N/A,694
CUST05658,65,MALE,142886,Full-Time,27,850
CUST05783,31,Male,108251,,3,622
CUST00674,42,f,108812,Self employed,15,660
CUST03096,23,female,N/A,Salaried,1,706
CUST05379,48,m,226204,,N/A,661
CUST02683,22,Male,119841,SALARIED,2,762
CUST01675,37,Male,18029,Free Lancer,7,569
CUST02860,48,m,53000,SE,6,640
CUST04559,44,M,1554,unemployed,0,740
CUST03107,57,Male,107055,nan,,786
CUST00007,37,f,145550,Sal.,100,696
CUST02189,28,Male,35419,SALARIED,4,635
CUST05764,61,Unknown,38716,SALARIED,8,761
CUST05107,50,F,120618,Sal.,20,698
CUST01421,35,Male ,19178,Free Lancer,12,664
CUST04445,62, Female,295922,Business owner,31,675
CUST02314,45, Female,102145,Self employed,7,783
CUST05248,25,Male ,38921,salaried,nan,606
CUST05215,50,f,43585,Free Lancer,Unknown,739
CUST01405,45,F,41812,Gig Worker,, 
CUST01543,42, Female,39981/-,SE,5,728
CUST01626,35, Female,34357,Self-Employed,-3,555
CUST04869,33,MALE,67884.00,SALARIED,12,707
CUST04921,50,male,93393,SE,17,723
CUST00745,130,FEMALE,90197,Sal.,10,769
CUST05525,54,FEMALE,181379,Biz Owner,NULL,463
CUST05576,50,Male ,5830,unemployed,0,
CUST05569,23,f,44845,Gig Worker,1,787
CUST02807,32,MALE,66690,Business owner,5,828
CUST05554,45,f,46785,nan,24,827
CUST00843,32,m,28362,Self Employed,12,814
CUST05281,24,M,16654,Free Lancer,#N/A,665
CUST04820,23,f,180811,Business Owner,2,-50
CUST00629,29,Male ,68678,Business Owner,1,609
CUST02518,51,male,74401,Self-Employed,17,567
CUST04471, ,f,nan,salaried,20,759
CUST00044,29,male,115318,Salaried,5,808
CUST02895,49,m,139041,Salaried,1,775
CUST04244,43,F,141171,SALARIED,6,822
CUST00907,41,Male ,84842,Salaried,19,790
CUST00709,46,F,82648,Full-Time,24,686
CUST03806,47,FEMALE,120361, ,8,736
CUST05056,56,m,7799,unemployed,0,708
CUST05948,41,female,99999999,SALARIED,5,795
CUST01555,29,FEMALE,#N/A,Sal.,9,739
CUST02779,21,M,67532,SALARIED,1,751
CUST02700,26,F,140696,SALARIED,1,781
CUST05181,39,Male,33605,Sal.,13,654
CUST05498,55,Male ,111564,Sal.,N/A,705
CUST01024,25,FEMALE,23167,SE,3,667
CUST03719,55,,137471,Full-Time,20,829
CUST04204,49,male,61592,SALARIED,11,757
CUST03149,35,F,115720,Salaried,13,807
CUST01771,50,M,47491,Full-Time,17,740
CUST02232,54, Female,206380,Biz Owner,2,496
CUST00466,64,Male,135705,salaried,28,776
CUST00851,36,Female,72756,Gig Worker,,628
CUST05419,33,F,"$66,437",Free Lancer,3,697
CUST03531,42,m,84444,,22,711
CUST01747,55, Female,106435,Self-Employed,15,630
CUST04743,41,F,98026,salaried,18,811
CUST05034,63,Male ,96991,SALARIED,24,656
CUST02158,130,Female,84749,SALARIED,1,610
CUST01714,61,f,55447,Self-Employed,35,752
CUST04194,62,FEMALE,78145,BUSINESS OWNER,25,850
CUST03273,48,FEMALE,34890,Self-Employed,16,733
CUST04319,41,M,Unknown,Sal.,14,616
CUST05031,51,FEMALE,23034,self-employed,26,642
CUST04656,50,male,109947,Salaried,21,837
CUST03655,21,M,Unknown,salaried,1,720
CUST05646,34,F,109799,self-employed,4,743
CUST04011,25, Female,46266,Salaried,3,674
CUST00139,53,F,240831,Business Owner,16,709
CUST04146,40,Female,130779,salaried,7,613
CUST00172,46,M,90782,Self Employed,10,771
CUST03497,38,m,34652,Self-Employed,2,721
CUST03031,53,FEMALE,102508,Self employed,14,778
CUST01988,61,F,44583.00,Self employed,NULL,824
CUST04379,39,F,69847,FREELANCER,3,708
CUST05308,34,f,45893,salaried,5,690
CUST00724,38,male,5761,unemployed,0,803
CUST01368,36,MALE,228301,BUSINESS OWNER,15,722
CUST01557,26,Female,229072,BUSINESS OWNER,5,#N/A
CUST00688,64,Male,65494,self-employed,35,850
CUST01655,34,Unknown,72328,salaried,8,669
CUST03438,60,female,27925,freelancer,30,790
CUST02185,36,male,#N/A,Salaried,15,767
CUST02488,36, ,23988,Gig Worker,1,673
CUST03689,50, Female,36264,Free Lancer,1,-50
CUST05995,63,Female,110661,SE,2,724
CUST05597,NULL, Female,39992,Self employed,#N/A,744
CUST01563,39,Female,"$73,627",Self Employed,8,850
CUST05217,21,MALE,32178,Freelancer,nan,817
CUST00721,28,female,103793,,1,542
CUST05548,56,male,-5000,SALARIED,29,836
CUST05371,40,Male ,221750,Business Owner,15,628
CUST01221,52,male,121696,Business owner,9,728
CUST01929,37,Male,37860,Free Lancer,8,670
CUST01876,38,f,77291,salaried,12,699
CUST01564,47,M,233550,Entrepreneur,16,836
CUST05648,58,#N/A,42399,Full-Time,1,599
CUST05804,23,F,nan,SE,1,611
CUST02985,29,F,91626,Sal.,4,640
CUST03542,25,F,"$83,818",Self-Employed,,850
CUST00610,60,female,155358,Business Owner,11,688
CUST01023,40,Male,,self-employed,5,807
CUST04376,65,Male,96818,Full-Time,24,833
CUST01913,33,f,73032,SALARIED,6,645
CUST00550,55,m,95144,self-employed,31,781
CUST03855,60, Female,"$117,349",SALARIED,2,770
CUST00624,54,Female,124450,Sal.,30,782
CUST04685,39,M,42063,SALARIED,8,685
CUST03326,62,f,52209,Full-Time,#N/A,Unknown
CUST01611,38,Female,126732,salaried,10,788
CUST00419,36,m,132531,Business Owner,5,762
CUST04711,27,M,59091,salaried,2,647
CUST02739,43,Male,34750,Salaried,12,724
CUST01050,55,FEMALE,109302.00,Full-Time,#N/A,544
CUST05976,32,Female,76947,Sal.,8,773
CUST03244,40, Female,9754,Not Employed,0,439
CUST00117,54,male,57904,self-employed,32,588
CUST01293,62,f,82754,Sal.,5,632
CUST01283,47,M,40442,Salaried,#N/A,806
CUST02891,22, Female,98356,self-employed,1,N/A
CUST01514,39,Male,123315,SALARIED,5,838
CUST02743,21,Female,50264,Business Owner,1,
CUST00822,29,F, ,Salaried,9,768
CUST00650,nan,NULL,139453,SALARIED,-3,615
CUST02362,43,female,73295,SE,23,691
CUST05126,24,m,87847,Salaried,nan,nan
CUST04442,34,female, ,SE,13,588
CUST00644,59,F,108319,self-employed,12,596
CUST00644,59,F,108319,self-employed,12,596
CUST01311,26,male,55526,Salaried,4,743
CUST01227,65,Non binary,137506,Business owner,23,611
CUST04100,61,m,149607,salaried,4,-50
CUST03761,38,MALE,Unknown,salaried,9,705
CUST02640,39,F,51344,SALARIED,16,806
CUST02069,50,m,53390,Biz Owner,25,745
CUST01083,51,Unknown,92856,Sal.,-3,623
CUST04200,50,Male,36422,FREELANCER,29,766
CUST00974,29,female,133105,SALARIED,3,759
CUST04836,59,male,-5000,Business owner,18,nan
CUST00754,130,male,63213,freelancer,13,695
CUST00225,39,F,49617,SALARIED,19,NULL
CUST04037,57,f,96141,SALARIED,35,803
CUST00291,59,Non binary,89474,Full-Time,33,729
CUST00186,43,Male ,48521,salaried,14,728
CUST04673,55,Female,117754,Salaried,4,722
CUST04245,25,Female,30767,self-employed,1,nan
CUST01019,29,M,123764,Biz Owner,3,674
CUST01884,51,f, ,SE,6,803
CUST02046,35,m,35224,Full-Time,1,741
CUST03534,47,FEMALE,86783,Unknown,4,694
CUST05444,56,Male ,65625,Entrepreneur,12,761
CUST01463,nan,,203325,Business Owner,7,740
CUST00221,35, Female,118171,Full-Time,3,660
CUST04151,31,non-binary,253051,Business Owner,4,666
CUST05500,23,Male ,104873,Self employed,3,773
CUST04526,24,Male ,75968,FREELANCER,1,850
CUST00362,31,Male,46827,Self-Employed,1,682
CUST04014,7,F,121079,SALARIED,6,611
CUST02336,28,F,83188,N/A,#N/A,709
CUST00208,,f,93857,SE,8,nan
CUST01657,34,Female,17382,Freelancer,10,619
CUST05343,21,m,58944,SALARIED,1,816
CUST00280,29,m,65778,Business owner,6,671
CUST04508,40,Male,4237,Not Employed,0,496
CUST04555,25,Female,76672,SALARIED,3,669
CUST01639,22,M,99918,SALARIED,2,722
CUST01483,61,female,6040,UNEMPLOYED,0,643
CUST02669, ,female,127439,Sal.,9,738
CUST04271,,M,117458,Sal.,13,695
CUST02367,41,female,26849,Self employed,13,769
CUST00615,58,f,60345,Sal.,7,N/A
CUST05806,130,male,80207,Full-Time,5,460
CUST03885,55,Male ,51080,self-employed,29,612
CUST02162,31,Male ,108847,SALARIED,2,609
CUST05225,24,f,148380,salaried,1,564
CUST00839,30,Male ,32804,freelancer,10,575
CUST03013,31,#N/A,123246,salaried,9,660
CUST01068,22,Male ,59144,Self Employed,1,760
CUST01723,56,m,79138,Freelancer,15,669
CUST03670,48,Male,67198,Self-Employed,27,691
CUST01744,26,male,N/A,Not Employed,0,796
CUST04546,43,F,130511,Sal.,20,829
CUST00995,56,MALE,96730,Self-Employed,,622
CUST04613,39,F,108995,salaried,17,686
CUST00949,nan,male,108043,Salaried,19,672
CUST00524,49,FEMALE,59979,Salaried,,787
CUST02431,43,Female,91395,Self Employed,18,691
CUST05624,26,Male ,"$36,149",SALARIED,5,731
CUST03064,57,m,39380,N/A,10,560
CUST03263,56, Female,-5000,Gig Worker,19,756
CUST04239,63,MALE,57259,self-employed, ,647
CUST01261,40,male,63775,Self-Employed,-3, 
CUST04535,44, Female,131045,SALARIED,12,704
CUST00750,21,MALE,73760,Sal.,1,720
CUST00271,42,non-binary,264419,Business Owner,3,819
CUST03599,43,MALE,294622,BUSINESS OWNER,3,850
CUST05986,64,MALE,50428,Sal.,6,613
CUST02632,45,female,60240,self-employed,15,810
CUST05194,57,F,4862,Not Employed,0, 
CUST02696,40,female,NULL,Salaried,2,704
CUST01403,43,FEMALE,34043,salaried,18,825
CUST04398,39,Unknown,Unknown,salaried,2,559
CUST01332,130,M,129504,Full-Time,3,-50
CUST00390,34,m, ,Entrepreneur,13,694
CUST03754,49,m,77014,Gig Worker,11,684
CUST00354,40,female,34724,Free Lancer,16,732
CUST05229,26,M,23830,Self Employed,3,664
CUST05328,50,FEMALE,141405, ,,829
CUST01151,57,m,136743,Full-Time,13,850
CUST05920,30,female,297080,nan,9,825
CUST03482,65,,33844.00,Gig Worker,6,784
CUST05530,7,MALE,119508,self-employed,1,623
CUST03503,58,Male ,99506,SALARIED,2,655
CUST04902,51,f,129709,salaried,10,832
CUST04162,40,m,64343,Unknown,10,731
CUST04718,56,f,42836,Freelancer,23,599
CUST03715,54,male,92403,Self Employed,11,789
CUST04906,47,FEMALE,208021,Business Owner,23,664
CUST03227,23,F,43765,Sal.,,721
CUST05882,40,male,"$69,213",freelancer,#N/A,743
CUST00245,50,F,95832,Salaried,19,600
CUST00060,24,Male ,99999999,freelancer,Unknown,725
CUST04218,37,m,45396,self-employed,13,847
CUST00118,27,F,60834,Salaried,1,727
CUST04829,42,M,102526,SE,12,843
CUST04762,29,male,125323,Full-Time,9,624
CUST04008,25,MALE,60753,SALARIED,2,787
CUST05999,46,F,910,unemployed,0,830
CUST00183,32,Male,57113,salaried,2,659
CUST00225,39,F,49617,SALARIED,19,NULL
CUST00152,61,F,105535,self-employed,32,823
CUST04163,7,F,61166,Salaried,4,727
CUST05200,36,male,6557,Unknown,0,676
CUST02001,31,MALE,127138,SALARIED,7,712
CUST04612,38,FEMALE,144249,salaried,5,719
CUST02454,37,F,103787,Salaried,17,742
CUST03127,47,Male ,3370/-,Jobless,0,630
CUST00061,30,M,25035,Self Employed,2,812
CUST02975,65,female,35871,Self Employed,5,631
CUST01925,38,Male ,69725,Full-Time,8,436
CUST04166,45, Female,60699,Salaried,23,697
CUST05892,63,female,50677,Free Lancer,1,708
CUST02306,58,F,N/A,salaried,18,nan
CUST04924,63,FEMALE,132355,Full-Time,17,773
CUST05533,33,m,35163,Self employed,12,693
CUST00388,32,female,69100,Sal.,12,692
CUST05713,53,male,95348,SE,30,787
CUST05247,62, Female,88199,SALARIED,17,N/A
CUST04141,26,f,67266,Gig Worker,,680
CUST02764,58,F,47228,Salaried,24,787
CUST01231,nan, Female,31543,salaried,6,780
CUST00365,34,f,62361,SE,-3,786
CUST02660,41,M,48939,salaried,nan,850
CUST01036,27,f,110295/-,SE,4,850
CUST00328,59,male,73950,Full-Time,2,714
CUST02200,44,Male,137263,Full-Time,19,774
CUST02942,41,Male,NULL,Self Employed,12,527
CUST06000,49,male,95080,self-employed,1,624
CUST01357,54,f,37687,Sal.,13,686
CUST01569,-5,MALE,49749,Self Employed,19,794
CUST01536,29,N/A,100967,Business owner,1,703
CUST04292,65,MALE,96438,salaried,20,850
CUST00539,29,Female,43629,FREELANCER,9,585
CUST00441,27,Male ,28521,Self-Employed,5,652
CUST01200,25,male,132506,SALARIED,3,732
CUST03688,47,M,127751,salaried,9,743
CUST05957,65,female,66073,SALARIED,16,772
